,Min,Max,Mean,Rms,Var,Std,Peak,P2p,CrestFactor,Skew,Kurtosis,FormFactor,PulseIndicator,Max_f,Sum_f,Mean_f,Var_f,Peak_f
0,-1.2535680095940618,0.8149817749103421,0.3814597798850763,-0.4270303085697387,-0.4163369484582639,-0.36948416776593523,0.8149746644382068,1.1722278373451107,0.9152866616281014,-1.0061764864499423,0.3670098331217122,-0.5235077717358924,-0.02793774089783438,,0.9958246164193104,-0.9958246164193104,,
1,-2.131238556319112,1.1689850581193355,0.8836451721028561,-0.1467685717563929,-0.9827310971311513,-0.9645056157191828,1.1689764342393656,1.8945909173336282,1.2533675020113844,-1.43762301405813,1.5505462993231751,-0.7962128920218047,-0.2894023587357733,,0.9958246164193104,-0.9958246164193104,,
2,-2.2992374224058207,1.1689850581193355,0.9764593448919117,0.6203812122926395,-0.9049714654146149,-0.8806570128080533,1.1689764342393656,2.0020907164072854,1.1560018436606125,-1.27766305244556,1.4226138211915023,-0.8108442110844513,-0.3708236372623536,,0.9958246164193104,-0.9958246164193104,,
3,-0.9855109953233568,1.1689850581193355,1.0062387162849116,0.45734171276238156,-0.9894295481874751,-0.97176276995497,1.1689764342393656,1.1614580964452683,1.1764825305940099,-0.7105121296190944,0.7572835166228561,-0.8323006815283228,-0.39630170921150454,,0.9958246164193104,-0.9958246164193104,,
4,0.17133413769284203,-0.2581246742517699,1.0067451681793502,-0.8345008319026275,-1.3307525737274666,-1.3490924252561405,-0.2581271970610653,-0.2268504300105735,-0.17671272001918786,-0.8366478806018693,0.07023520885594045,-0.8858303291506344,-1.2407188610613331,,0.9958246164193104,-0.9958246164193104,,
5,-1.3672143013586002,1.1689850581193355,1.0259794538188913,0.16436830883707917,-1.094610699588747,-1.0864432015143557,1.1689764342393656,1.4057039634582098,1.2135713863973907,-1.066360927740488,0.9797090708237026,-0.8539790924605078,-0.41302310985402296,,0.9958246164193104,-0.9958246164193104,,
6,-0.0874582332274929,1.1689850581193355,1.283420311430784,-0.5135555595865411,-1.63895549921767,-1.703556197977321,1.1689764342393656,0.5868084352206454,1.300830168088421,-1.0474839112720766,1.2936013271674884,-0.9989502179261507,-0.6195437720734017,,0.9958246164193104,-0.9958246164193104,,
7,-2.0626801955263736,1.1689850581193355,1.0819821469946878,1.0255938839564092,-0.9424284706505033,-0.9209563611272025,1.1689764342393656,1.8507215140351874,1.1055858923740174,-1.6290478695065826,2.253215457599894,-0.8457960154156511,-0.4597464844304736,,0.9958246164193104,-0.9958246164193104,,
8,-0.3215448885468412,1.1689850581193355,1.1400915853874436,-0.23752930168352887,-1.3606156911003655,-1.3828411429841168,1.1689764342393656,0.7365967581946015,1.2650563933356629,-1.3088998724363916,1.5233914755052425,-0.9241198637581035,-0.5071411247019115,,0.9958246164193104,-0.9958246164193104,,
9,-0.5296905424851536,1.1689850581193355,1.2044938068984836,-0.20241695301962034,-1.4431249782998918,-1.4767353769771177,1.1689764342393656,0.8697858474880663,1.2605300272845155,-1.0757130353721014,1.4220359549269892,-0.951946256876256,-0.558420291528899,,0.9958246164193104,-0.9958246164193104,,
10,-1.5549777399260987,1.1689850581193355,1.4556996263744488,0.09251595311177324,-1.734129447138389,-1.81590754185818,1.1689764342393656,1.525850797717003,1.2227241570408809,-1.903199426889891,3.423797067233103,-1.048176177593161,-0.7467654221707671,,0.9958246164193104,-0.9958246164193104,,
11,-1.230715222663149,1.1683323169702102,1.4636594408686332,0.9512490804130441,-1.5169223068410589,-1.5615423847642969,1.1683236958807894,1.3180639618237118,1.1141101215974887,-1.4591521096473725,2.9625739961774835,-1.0190024771845336,-0.7528012796355189,,0.9958246164193104,-0.9958246164193104,,
12,-2.4505599304618637,1.1689850581193355,0.38994261245716233,0.5233691768561368,-0.1749554174183853,-0.12617583896341877,1.1691940136922243,2.098919579543484,1.1684010066186996,-1.1097059456743685,1.3469515167035628,-0.48409411315477546,0.2023468239585446,,0.9958246164193104,-0.9958246164193104,,
13,-0.47904382550313096,0.5225537401021753,0.8615988951503608,-1.2231334265185567,-1.2345482966914818,-1.2411986713207108,0.5225478797960693,0.5438282765836594,0.7013927646489929,-1.261902584219473,0.7001558963790847,-0.830644957243551,-0.6634245395075596,,0.9958246164193104,-0.9958246164193104,,
